split,prediction_model,reconstruction_variant,diagnostic_name,outcome_name,n_samples,spearman_r,point_biserial_r,auroc_error_predicts_failure,median_error_when_success,median_error_when_failure,median_delta_failure_minus_success
test,logistic_regression,pca@8,top5_volume_diff_mae,direction_correct_non_neutral,410,0.019652131589847584,0.05726183136745198,0.5120491627307858,1.5402002930641174,1.6261365413665771,0.08593624830245972
test,logistic_regression,train_mean_window,normalized_mse,correct,1152,-0.10648501531431123,-0.022507404577629127,0.4384837767369997,1.5169687271118164,1.3407937288284302,-0.17617499828338623
test,logistic_regression,train_mean_window,normalized_mse,confidence,1152,0.29192839143656163,,,,,
test,logistic_regression,train_mean_window,normalized_mse,proba_true,1152,0.09857626363100887,,,,,
test,logistic_regression,train_mean_window,normalized_mse,opposite_direction_error,1152,0.0067637406302251575,0.06527852830897328,0.5076367995757974,1.406116247177124,1.573251485824585,0.16713523864746094
test,logistic_regression,train_mean_window,normalized_mse,direction_correct_non_neutral,410,-0.013130600171390368,-0.02964933625631245,0.4919493344783168,1.2468120455741882,1.2549175024032593,0.008105456829071045
test,logistic_regression,train_mean_window,normalized_mae,correct,1152,-0.09068333901674971,-0.030992322109528934,0.44761237989474195,0.9540369212627411,0.9045823812484741,-0.04945454001426697
test,logistic_regression,train_mean_window,normalized_mae,confidence,1152,0.27872824142779273,,,,,
test,logistic_regression,train_mean_window,normalized_mae,proba_true,1152,0.07525238617541041,,,,,
test,logistic_regression,train_mean_window,normalized_mae,opposite_direction_error,1152,0.01758572563858541,0.07413653196387567,0.5198556788970732,0.9166761636734008,0.9600098729133606,0.04333370923995983
test,logistic_regression,train_mean_window,normalized_mae,direction_correct_non_neutral,410,-0.027399185690967904,-0.03445296778338904,0.4832009446114212,0.8808358907699585,0.8686524927616119,-0.012183398008346558
test,logistic_regression,train_mean_window,top_of_book_mse,correct,1152,0.0047274436526589,0.017210347938233384,0.5027310366471922,2.1591747999191284,2.1569581031799316,-0.0022166967391967773
test,logistic_regression,train_mean_window,top_of_book_mse,confidence,1152,0.25821763053891383,,,,,
test,logistic_regression,train_mean_window,top_of_book_mse,proba_true,1152,-0.03533674505150775,,,,,
test,logistic_regression,train_mean_window,top_of_book_mse,opposite_direction_error,1152,0.07799486270883788,0.05977449298864052,0.5880623854480064,2.1514229774475098,2.529642343521118,0.3782193660736084
test,logistic_regression,train_mean_window,top_of_book_mse,direction_correct_non_neutral,410,-0.016675862217665767,-0.020055127442292195,0.48977565478746243,2.0904736518859863,2.057556986808777,-0.03291666507720947
test,logistic_regression,train_mean_window,last_step_mse,correct,1152,-0.1254574742606727,-0.04786297630448889,0.4275234175076047,1.5658985376358032,1.271775484085083,-0.2941230535507202
test,logistic_regression,train_mean_window,last_step_mse,confidence,1152,0.2221687409798971,,,,,
test,logistic_regression,train_mean_window,last_step_mse,proba_true,1152,0.136257424507378,,,,,
test,logistic_regression,train_mean_window,last_step_mse,opposite_direction_error,1152,-0.05548309200748471,-0.040494827558971845,0.43735518898917586,1.4446380138397217,1.230385661125183,-0.21425235271453857
test,logistic_regression,train_mean_window,last_step_mse,direction_correct_non_neutral,410,0.006784143421885023,0.011463902705805896,0.5041595105195362,1.20612233877182,1.1898430585861206,-0.016279280185699463
test,logistic_regression,train_mean_window,midprice_mae,correct,1152,0.014028252721779925,0.015810916759881968,0.5081040872000386,0.2235579490661621,0.2243267297744751,0.0007687807083129883
test,logistic_regression,train_mean_window,midprice_mae,confidence,1152,0.21571063923920328,,,,,
test,logistic_regression,train_mean_window,midprice_mae,proba_true,1152,-0.0430202427796199,,,,,
test,logistic_regression,train_mean_window,midprice_mae,opposite_direction_error,1152,0.06354862768936578,0.06029040366615033,0.5717513342785674,0.2235994935035705,0.2413229495286941,0.017723456025123596
test,logistic_regression,train_mean_window,midprice_mae,direction_correct_non_neutral,410,-0.04070488888039054,-0.027562849478379708,0.4750429368827823,0.22730840742588038,0.2231839373707771,-0.004124470055103274
test,logistic_regression,train_mean_window,spread_mae,correct,1152,0.14032651553447922,0.06753904561477357,0.5809956061996041,0.00012961745233035,0.0001298910356126,2.7358328225001653e-07
test,logistic_regression,train_mean_window,spread_mae,confidence,1152,-0.04707722314113603,,,,,
test,logistic_regression,train_mean_window,spread_mae,proba_true,1152,-0.13428872508326736,,,,,
test,logistic_regression,train_mean_window,spread_mae,opposite_direction_error,1152,0.09152570542484087,0.10723720194298872,0.6032495302647808,0.0001297974522458,0.0001693964004516,3.959894820580002e-05
test,logistic_regression,train_mean_window,spread_mae,direction_correct_non_neutral,410,-0.01991998580728787,-0.029859496602269026,0.4877898239587806,0.00012996554869455,0.00012993514974365,-3.0398950899996604e-08
test,logistic_regression,train_mean_window,top1_volume_sum_mae,correct,1152,-0.04010752747526522,-0.03064043062267752,0.4768299454396214,0.5944644808769226,0.5634390115737915,-0.031025469303131104
test,logistic_regression,train_mean_window,top1_volume_sum_mae,confidence,1152,0.23688464956038666,,,,,
test,logistic_regression,train_mean_window,top1_volume_sum_mae,proba_true,1152,0.021885821832450567,,,,,
test,logistic_regression,train_mean_window,top1_volume_sum_mae,opposite_direction_error,1152,0.04939827779523687,0.04310912064200361,0.5557745732037671,0.5726069808006287,0.604073703289032,0.03146672248840332
test,logistic_regression,train_mean_window,top1_volume_sum_mae,direction_correct_non_neutral,410,0.041230084538165755,0.043395299405198276,0.525279089738085,0.5719006359577179,0.575652003288269,0.0037513673305511475
test,logistic_regression,train_mean_window,top5_volume_sum_mae,correct,1152,-0.0019588854914332457,-0.03129937429218152,0.49886835498044524,2.5094690322875977,2.5349045991897583,0.025435566902160645
test,logistic_regression,train_mean_window,top5_volume_sum_mae,confidence,1152,0.08054656302555273,,,,,
test,logistic_regression,train_mean_window,top5_volume_sum_mae,proba_true,1152,-0.018748442870394847,,,,,
test,logistic_regression,train_mean_window,top5_volume_sum_mae,opposite_direction_error,1152,0.03420666110425569,0.015494305689756505,0.5386220331754101,2.4940881729125977,2.721881151199341,0.22779297828674316
test,logistic_regression,train_mean_window,top5_volume_sum_mae,direction_correct_non_neutral,410,-0.010504480137112296,-0.035953469542221866,0.4935594675826535,2.468523383140564,2.57134211063385,0.10281872749328613
test,logistic_regression,train_mean_window,top1_volume_diff_mae,correct,1152,-0.044531996838582444,-0.01638276099558476,0.47427393655545363,0.5461464822292328,0.5068775713443756,-0.03926891088485718
test,logistic_regression,train_mean_window,top1_volume_diff_mae,confidence,1152,0.212365047768465,,,,,
test,logistic_regression,train_mean_window,top1_volume_diff_mae,proba_true,1152,0.03173745770343261,,,,,
test,logistic_regression,train_mean_window,top1_volume_diff_mae,opposite_direction_error,1152,0.022751692067104548,0.020063953704918112,0.525688464686286,0.5281036496162415,0.5558000802993774,0.027696430683135986
test,logistic_regression,train_mean_window,top1_volume_diff_mae,direction_correct_non_neutral,410,-0.012561607497296786,0.0061411366189115645,0.4922981966509231,0.5069712996482849,0.4910697638988495,-0.015901535749435425
test,logistic_regression,train_mean_window,top5_volume_diff_mae,correct,1152,0.07326231737960338,0.07430956749112208,0.5423235237313504,2.7621020078659058,3.3070214986801147,0.544919490814209
test,logistic_regression,train_mean_window,top5_volume_diff_mae,confidence,1152,0.09034581360257812,,,,,
test,logistic_regression,train_mean_window,top5_volume_diff_mae,proba_true,1152,-0.13025295300374945,,,,,
test,logistic_regression,train_mean_window,top5_volume_diff_mae,opposite_direction_error,1152,0.09221658451699433,0.09533852717905969,0.6041198372353056,3.0883660316467285,5.636196136474609,2.547830104827881
test,logistic_regression,train_mean_window,top5_volume_diff_mae,direction_correct_non_neutral,410,-0.06390225416743313,-0.06148717730446733,0.46082009446114214,4.4494709968566895,3.1908681392669678,-1.2586028575897217
test,majority,last_snapshot_repeat@40,normalized_mse,correct,1152,-0.0359931574789353,0.018018474816439898,0.4782985996975873,0.7916839718818665,0.6803986728191376,-0.11128529906272888
test,majority,last_snapshot_repeat@40,normalized_mse,confidence,1152,,,,,,
test,majority,last_snapshot_repeat@40,normalized_mse,proba_true,1152,0.039868886130461176,,,,,
test,majority,last_snapshot_repeat@40,normalized_mse,opposite_direction_error,1152,,,,0.7427638471126556,,
test,majority,last_snapshot_repeat@40,normalized_mse,direction_correct_non_neutral,410,,,,,0.6803986728191376,
test,majority,last_snapshot_repeat@40,normalized_mae,correct,1152,0.024042687743426945,0.02322633513130641,0.5144960883571099,0.3411697596311569,0.3449189960956573,0.0037492364645003717
test,majority,last_snapshot_repeat@40,normalized_mae,confidence,1152,,,,,,
test,majority,last_snapshot_repeat@40,normalized_mae,proba_true,1152,-0.021543233780088662,,,,,
test,majority,last_snapshot_repeat@40,normalized_mae,opposite_direction_error,1152,,,,0.34364704787731165,,
test,majority,last_snapshot_repeat@40,normalized_mae,direction_correct_non_neutral,410,,,,,0.3449189960956573,
test,majority,last_snapshot_repeat@40,top_of_book_mse,correct,1152,0.05016253286332682,0.04179449210105668,0.5302445598579976,0.403635025024414,0.4348751902580261,0.031240165233612116
test,majority,last_snapshot_repeat@40,top_of_book_mse,confidence,1152,,,,,,
test,majority,last_snapshot_repeat@40,top_of_book_mse,proba_true,1152,-0.039628413384625895,,,,,
test,majority,last_snapshot_repeat@40,top_of_book_mse,opposite_direction_error,1152,,,,0.41177602112293243,,
test,majority,last_snapshot_repeat@40,top_of_book_mse,direction_correct_non_neutral,410,,,,,0.4348751902580261,
test,majority,last_snapshot_repeat@40,last_step_mse,correct,1152,,,0.5,0.0,0.0,0.0
test,majority,last_snapshot_repeat@40,last_step_mse,confidence,1152,,,,,,
test,majority,last_snapshot_repeat@40,last_step_mse,proba_true,1152,,,,,,
test,majority,last_snapshot_repeat@40,last_step_mse,opposite_direction_error,1152,,,,0.0,,
test,majority,last_snapshot_repeat@40,last_step_mse,direction_correct_non_neutral,410,,,,,0.0,
test,majority,last_snapshot_repeat@40,midprice_mae,correct,1152,0.18346628940926202,0.04273351830489617,0.6106173164157518,0.00361540133599185,0.00484122266061595,0.0012258213246241
test,majority,last_snapshot_repeat@40,midprice_mae,confidence,1152,,,,,,
test,majority,last_snapshot_repeat@40,midprice_mae,proba_true,1152,-0.18347394444145532,,,,,
test,majority,last_snapshot_repeat@40,midprice_mae,opposite_direction_error,1152,,,,0.00395821267738935,,
test,majority,last_snapshot_repeat@40,midprice_mae,direction_correct_non_neutral,410,,,,,0.00484122266061595,
test,majority,last_snapshot_repeat@40,spread_mae,correct,1152,0.17221692069243633,0.18492403677785155,0.6037407139570048,4.155516580794938e-05,4.163742050877772e-05,8.225470082834363e-08
test,majority,last_snapshot_repeat@40,spread_mae,confidence,1152,,,,,,
test,majority,last_snapshot_repeat@40,spread_mae,proba_true,1152,-0.16826424151687228,,,,,
test,majority,last_snapshot_repeat@40,spread_mae,opposite_direction_error,1152,,,,4.157423973083496e-05,,
test,majority,last_snapshot_repeat@40,spread_mae,direction_correct_non_neutral,410,,,,,4.163742050877772e-05,
test,majority,last_snapshot_repeat@40,top1_volume_sum_mae,correct,1152,0.023895487614385553,0.047522886392577894,0.5144073367957399,0.573564350605011,0.592230498790741,0.01866614818572998
test,majority,last_snapshot_repeat@40,top1_volume_sum_mae,confidence,1152,,,,,,
test,majority,last_snapshot_repeat@40,top1_volume_sum_mae,proba_true,1152,-0.01920495085375223,,,,,
test,majority,last_snapshot_repeat@40,top1_volume_sum_mae,opposite_direction_error,1152,,,,0.5814768373966217,,
test,majority,last_snapshot_repeat@40,top1_volume_sum_mae,direction_correct_non_neutral,410,,,,,0.592230498790741,
test,majority,last_snapshot_repeat@40,top5_volume_sum_mae,correct,1152,0.04009840552220072,0.02794252280727778,0.5241765827361777,1.2278899550437927,1.2907307744026184,0.06284081935882568
test,majority,last_snapshot_repeat@40,top5_volume_sum_mae,confidence,1152,,,,,,
test,majority,last_snapshot_repeat@40,top5_volume_sum_mae,proba_true,1152,-0.036281505142054526,,,,,
test,majority,last_snapshot_repeat@40,top5_volume_sum_mae,opposite_direction_error,1152,,,,1.2572306990623474,,
test,majority,last_snapshot_repeat@40,top5_volume_sum_mae,direction_correct_non_neutral,410,,,,,1.2907307744026184,
test,majority,last_snapshot_repeat@40,top1_volume_diff_mae,correct,1152,0.006220568416156494,0.032196292304854005,0.5037505752416015,0.5860289931297302,0.5812607705593109,-0.0047682225704193115
test,majority,last_snapshot_repeat@40,top1_volume_diff_mae,confidence,1152,,,,,,
test,majority,last_snapshot_repeat@40,top1_volume_diff_mae,proba_true,1152,0.008200653353554813,,,,,
test,majority,last_snapshot_repeat@40,top1_volume_diff_mae,opposite_direction_error,1152,,,,0.5849483907222748,,
test,majority,last_snapshot_repeat@40,top1_volume_diff_mae,direction_correct_non_neutral,410,,,,,0.5812607705593109,
test,majority,last_snapshot_repeat@40,top5_volume_diff_mae,correct,1152,0.11234095774173594,0.09282866698302746,0.5677338767996845,1.1835735440254211,1.3798317909240723,0.19625824689865112
test,majority,last_snapshot_repeat@40,top5_volume_diff_mae,confidence,1152,,,,,,
test,majority,last_snapshot_repeat@40,top5_volume_diff_mae,proba_true,1152,-0.10195877630591699,,,,,
test,majority,last_snapshot_repeat@40,top5_volume_diff_mae,opposite_direction_error,1152,,,,1.2362660765647888,,
test,majority,last_snapshot_repeat@40,top5_volume_diff_mae,direction_correct_non_neutral,410,,,,,1.3798317909240723,
test,majority,mlp_ae@16,normalized_mse,correct,1152,-0.12857113518500135,-0.10294153165898537,0.4224804417855499,0.4734364300966263,0.3567929267883301,-0.1166435033082962
test,majority,mlp_ae@16,normalized_mse,confidence,1152,,,,,,
test,majority,mlp_ae@16,normalized_mse,proba_true,1152,0.1307868555834778,,,,,
test,majority,mlp_ae@16,normalized_mse,opposite_direction_error,1152,,,,0.4217348098754883,,
test,majority,mlp_ae@16,normalized_mse,direction_correct_non_neutral,410,,,,,0.3567929267883301,
test,majority,mlp_ae@16,normalized_mae,correct,1152,-0.14604433543558298,-0.16184080337031495,0.41194530274143715,0.40253637731075287,0.3651020973920822,-0.037434279918670654
test,majority,mlp_ae@16,normalized_mae,confidence,1152,,,,,,
test,majority,mlp_ae@16,normalized_mae,proba_true,1152,0.14811378828383265,,,,,
test,majority,mlp_ae@16,normalized_mae,opposite_direction_error,1152,,,,0.37988319993019104,,
test,majority,mlp_ae@16,normalized_mae,direction_correct_non_neutral,410,,,,,0.3651020973920822,
test,majority,mlp_ae@16,top_of_book_mse,correct,1152,-0.04000027210283979,-0.0033461085580151068,0.4758825849714023,0.4018044173717499,0.3637018948793411,-0.03810252249240875
test,majority,mlp_ae@16,top_of_book_mse,confidence,1152,,,,,,
test,majority,mlp_ae@16,top_of_book_mse,proba_true,1152,0.04335192226725401,,,,,
test,majority,mlp_ae@16,top_of_book_mse,opposite_direction_error,1152,,,,0.3871036618947983,,
test,majority,mlp_ae@16,top_of_book_mse,direction_correct_non_neutral,410,,,,,0.3637018948793411,
test,majority,mlp_ae@16,last_step_mse,correct,1152,-0.14352557767198587,0.019128222992699204,0.4134639405693248,0.5495838522911072,0.4306876063346863,-0.1188962459564209
test,majority,mlp_ae@16,last_step_mse,confidence,1152,,,,,,
test,majority,mlp_ae@16,last_step_mse,proba_true,1152,0.14272802488673392,,,,,
test,majority,mlp_ae@16,last_step_mse,opposite_direction_error,1152,,,,0.5185390114784241,,
test,majority,mlp_ae@16,last_step_mse,direction_correct_non_neutral,410,,,,,0.4306876063346863,
test,majority,mlp_ae@16,midprice_mae,correct,1152,0.024522451126969245,0.01110666815289319,0.514785352705279,0.039899064227938597,0.04000621475279325,0.0001071505248546531
test,majority,mlp_ae@16,midprice_mae,confidence,1152,,,,,,
test,majority,mlp_ae@16,midprice_mae,proba_true,1152,-0.025970756230720798,,,,,
test,majority,mlp_ae@16,midprice_mae,opposite_direction_error,1152,,,,0.039914930239319746,,
test,majority,mlp_ae@16,midprice_mae,direction_correct_non_neutral,410,,,,,0.04000621475279325,
test,majority,mlp_ae@16,spread_mae,correct,1152,-0.1840165168716303,-0.21726608601978303,0.3890506870028269,0.01359831448644395,0.012528842780739,-0.00106947170570495
test,majority,mlp_ae@16,spread_mae,confidence,1152,,,,,,
test,majority,mlp_ae@16,spread_mae,proba_true,1152,0.184322731616881,,,,,
test,majority,mlp_ae@16,spread_mae,opposite_direction_error,1152,,,,0.01318457955494515,,
test,majority,mlp_ae@16,spread_mae,direction_correct_non_neutral,410,,,,,0.012528842780739,
test,majority,mlp_ae@16,top1_volume_sum_mae,correct,1152,0.007250969333674756,0.0278627534852639,0.504371836171192,0.5481322705745697,0.5391702651977539,-0.008962005376815796
test,majority,mlp_ae@16,top1_volume_sum_mae,confidence,1152,,,,,,
test,majority,mlp_ae@16,top1_volume_sum_mae,proba_true,1152,-0.006007798996809275,,,,,
test,majority,mlp_ae@16,top1_volume_sum_mae,opposite_direction_error,1152,,,,0.5431697964668274,,
test,majority,mlp_ae@16,top1_volume_sum_mae,direction_correct_non_neutral,410,,,,,0.5391702651977539,
test,majority,mlp_ae@16,top5_volume_sum_mae,correct,1152,-0.061551461365825434,-0.06018596487613619,0.4628886989678522,1.2584574818611145,1.1813154220581055,-0.07714205980300903
test,majority,mlp_ae@16,top5_volume_sum_mae,confidence,1152,,,,,,
test,majority,mlp_ae@16,top5_volume_sum_mae,proba_true,1152,0.06444040765577173,,,,,
test,majority,mlp_ae@16,top5_volume_sum_mae,opposite_direction_error,1152,,,,1.2253754138946533,,
test,majority,mlp_ae@16,top5_volume_sum_mae,direction_correct_non_neutral,410,,,,,1.1813154220581055,
test,majority,mlp_ae@16,top1_volume_diff_mae,correct,1152,-0.09436618642879295,-0.08450172687851219,0.4431036749720597,0.5304432809352875,0.4786310344934463,-0.05181224644184118
test,majority,mlp_ae@16,top1_volume_diff_mae,confidence,1152,,,,,,
test,majority,mlp_ae@16,top1_volume_diff_mae,proba_true,1152,0.10766965634194188,,,,,
test,majority,mlp_ae@16,top1_volume_diff_mae,opposite_direction_error,1152,,,,0.5111624598503113,,
test,majority,mlp_ae@16,top1_volume_diff_mae,direction_correct_non_neutral,410,,,,,0.4786310344934463,
test,majority,mlp_ae@16,top5_volume_diff_mae,correct,1152,-0.10457478817585136,-0.14371490364005113,0.4369485898363027,1.3677339553833008,1.2707786560058594,-0.0969552993774414
test,majority,mlp_ae@16,top5_volume_diff_mae,confidence,1152,,,,,,
test,majority,mlp_ae@16,top5_volume_diff_mae,proba_true,1152,0.10898150984045908,,,,,
test,majority,mlp_ae@16,top5_volume_diff_mae,opposite_direction_error,1152,,,,1.3294665813446045,,
test,majority,mlp_ae@16,top5_volume_diff_mae,direction_correct_non_neutral,410,,,,,1.2707786560058594,
test,majority,mlp_ae@32,normalized_mse,correct,1152,-0.12482570942709825,-0.1094396805125756,0.42473867595818815,0.4045375138521194,0.3246590495109558,-0.07987846434116358
test,majority,mlp_ae@32,normalized_mse,confidence,1152,,,,,,
test,majority,mlp_ae@32,normalized_mse,proba_true,1152,0.12779041068811922,,,,,
test,majority,mlp_ae@32,normalized_mse,opposite_direction_error,1152,,,,0.3855041414499283,,
test,majority,mlp_ae@32,normalized_mse,direction_correct_non_neutral,410,,,,,0.3246590495109558,
test,majority,mlp_ae@32,normalized_mae,correct,1152,-0.14074513079009296,-0.15457317287980749,0.4151403589507593,0.398776039481163,0.3663275837898254,-0.03244845569133764
test,majority,mlp_ae@32,normalized_mae,confidence,1152,,,,,,
test,majority,mlp_ae@32,normalized_mae,proba_true,1152,0.14332857146009395,,,,,
test,majority,mlp_ae@32,normalized_mae,opposite_direction_error,1152,,,,0.3859425038099289,,
test,majority,mlp_ae@32,normalized_mae,direction_correct_non_neutral,410,,,,,0.3663275837898254,
test,majority,mlp_ae@32,top_of_book_mse,correct,1152,-0.04950285821095615,-0.014156138101911983,0.47015317862073497,0.447286993265152,0.4133542031049728,-0.033932790160179194
test,majority,mlp_ae@32,top_of_book_mse,confidence,1152,,,,,,
test,majority,mlp_ae@32,top_of_book_mse,proba_true,1152,0.059078411081056194,,,,,
test,majority,mlp_ae@32,top_of_book_mse,opposite_direction_error,1152,,,,0.4336148649454117,,
test,majority,mlp_ae@32,top_of_book_mse,direction_correct_non_neutral,410,,,,,0.4133542031049728,
test,majority,mlp_ae@32,last_step_mse,correct,1152,-0.13605108223066198,0.020861321280207637,0.41797054763000463,0.46541813015937805,0.3776352554559707,-0.08778287470340734
test,majority,mlp_ae@32,last_step_mse,confidence,1152,,,,,,
test,majority,mlp_ae@32,last_step_mse,proba_true,1152,0.13642622698221807,,,,,
test,majority,mlp_ae@32,last_step_mse,opposite_direction_error,1152,,,,0.4291705936193466,,
test,majority,mlp_ae@32,last_step_mse,direction_correct_non_neutral,410,,,,,0.3776352554559707,
test,majority,mlp_ae@32,midprice_mae,correct,1152,0.020210032531719654,0.008416640155675418,0.5121852606666228,0.0492884404957294,0.050440173596143695,0.001151733100414297
test,majority,mlp_ae@32,midprice_mae,confidence,1152,,,,,,
test,majority,mlp_ae@32,midprice_mae,proba_true,1152,-0.012314549850965846,,,,,
test,majority,mlp_ae@32,midprice_mae,opposite_direction_error,1152,,,,0.04971668310463425,,
test,majority,mlp_ae@32,midprice_mae,direction_correct_non_neutral,410,,,,,0.050440173596143695,
test,majority,mlp_ae@32,spread_mae,correct,1152,-0.17934972759535514,-0.20296996181778146,0.39186444020774436,0.012563993688672701,0.01113208523020145,-0.0014319084584712514
test,majority,mlp_ae@32,spread_mae,confidence,1152,,,,,,
test,majority,mlp_ae@32,spread_mae,proba_true,1152,0.1822917309720837,,,,,
test,majority,mlp_ae@32,spread_mae,opposite_direction_error,1152,,,,0.01191070862114425,,
test,majority,mlp_ae@32,spread_mae,direction_correct_non_neutral,410,,,,,0.01113208523020145,
test,majority,mlp_ae@32,top1_volume_sum_mae,correct,1152,-0.014240249520596639,-0.013618985586538077,0.49141410821116305,0.5364165008068085,0.49851152300834656,-0.037904977798461914
test,majority,mlp_ae@32,top1_volume_sum_mae,confidence,1152,,,,,,
test,majority,mlp_ae@32,top1_volume_sum_mae,proba_true,1152,0.024960703241834928,,,,,
test,majority,mlp_ae@32,top1_volume_sum_mae,opposite_direction_error,1152,,,,0.5257938802242279,,
test,majority,mlp_ae@32,top1_volume_sum_mae,direction_correct_non_neutral,410,,,,,0.49851152300834656,
test,majority,mlp_ae@32,top5_volume_sum_mae,correct,1152,-0.13337422062476115,-0.14967537496439048,0.4195845112089934,1.187235414981842,1.0013485550880432,-0.18588685989379883
test,majority,mlp_ae@32,top5_volume_sum_mae,confidence,1152,,,,,,
test,majority,mlp_ae@32,top5_volume_sum_mae,proba_true,1152,0.13903453871247395,,,,,
test,majority,mlp_ae@32,top5_volume_sum_mae,opposite_direction_error,1152,,,,1.0921369194984436,,
test,majority,mlp_ae@32,top5_volume_sum_mae,direction_correct_non_neutral,410,,,,,1.0013485550880432,
test,majority,mlp_ae@32,top1_volume_diff_mae,correct,1152,-0.09645424751852821,-0.10241253282358148,0.44184471763855104,0.5686260461807251,0.5211540758609772,-0.047471970319747925
test,majority,mlp_ae@32,top1_volume_diff_mae,confidence,1152,,,,,,
test,majority,mlp_ae@32,top1_volume_diff_mae,proba_true,1152,0.10880366735526749,,,,,
test,majority,mlp_ae@32,top1_volume_diff_mae,opposite_direction_error,1152,,,,0.547125369310379,,
test,majority,mlp_ae@32,top1_volume_diff_mae,direction_correct_non_neutral,410,,,,,0.5211540758609772,
test,majority,mlp_ae@32,top5_volume_diff_mae,correct,1152,-0.08938318946791037,-0.11100673346533071,0.44610807967917954,1.2596055269241333,1.1776212453842163,-0.08198428153991699
test,majority,mlp_ae@32,top5_volume_diff_mae,confidence,1152,,,,,,
test,majority,mlp_ae@32,top5_volume_diff_mae,proba_true,1152,0.09602313716381672,,,,,
test,majority,mlp_ae@32,top5_volume_diff_mae,opposite_direction_error,1152,,,,1.2356840372085571,,
test,majority,mlp_ae@32,top5_volume_diff_mae,direction_correct_non_neutral,410,,,,,1.1776212453842163,
test,majority,mlp_ae@64,normalized_mse,correct,1152,-0.10526989969111811,-0.06175302343191594,0.43652948524094404,0.33952316641807556,0.2893534451723099,-0.050169721245765686
test,majority,mlp_ae@64,normalized_mse,confidence,1152,,,,,,
test,majority,mlp_ae@64,normalized_mse,proba_true,1152,0.10822566322483268,,,,,
test,majority,mlp_ae@64,normalized_mse,opposite_direction_error,1152,,,,0.32214711606502533,,
test,majority,mlp_ae@64,normalized_mse,direction_correct_non_neutral,410,,,,,0.2893534451723099,
test,majority,mlp_ae@64,normalized_mae,correct,1152,-0.12562168049524797,-0.12649433827673032,0.4242587601078167,0.3668558597564697,0.32821282744407654,-0.03864303231239319
test,majority,mlp_ae@64,normalized_mae,confidence,1152,,,,,,
test,majority,mlp_ae@64,normalized_mae,proba_true,1152,0.1281488627903997,,,,,
test,majority,mlp_ae@64,normalized_mae,opposite_direction_error,1152,,,,0.35089522600173945,,
test,majority,mlp_ae@64,normalized_mae,direction_correct_non_neutral,410,,,,,0.32821282744407654,
test,majority,mlp_ae@64,top_of_book_mse,correct,1152,-0.039411471586674234,-0.0013157412655169058,0.4762375912168825,0.35611648857593536,0.3191634714603424,-0.03695301711559296
test,majority,mlp_ae@64,top_of_book_mse,confidence,1152,,,,,,
test,majority,mlp_ae@64,top_of_book_mse,proba_true,1152,0.048801029975175665,,,,,
test,majority,mlp_ae@64,top_of_book_mse,opposite_direction_error,1152,,,,0.34197756648063654,,
test,majority,mlp_ae@64,top_of_book_mse,direction_correct_non_neutral,410,,,,,0.3191634714603424,
test,majority,mlp_ae@64,last_step_mse,correct,1152,-0.1320439676067575,0.030636705623428045,0.4203865623561896,0.40740877389907837,0.31869009137153625,-0.08871868252754211
test,majority,mlp_ae@64,last_step_mse,confidence,1152,,,,,,
test,majority,mlp_ae@64,last_step_mse,proba_true,1152,0.13479962732162207,,,,,
test,majority,mlp_ae@64,last_step_mse,opposite_direction_error,1152,,,,0.3787684589624405,,
test,majority,mlp_ae@64,last_step_mse,direction_correct_non_neutral,410,,,,,0.31869009137153625,
test,majority,mlp_ae@64,midprice_mae,correct,1152,-0.030693952833445278,-0.027303512954286995,0.48149365590690946,0.04484172537922855,0.04352661594748495,-0.001315109431743601
test,majority,mlp_ae@64,midprice_mae,confidence,1152,,,,,,
test,majority,mlp_ae@64,midprice_mae,proba_true,1152,0.02820159408424997,,,,,
test,majority,mlp_ae@64,midprice_mae,opposite_direction_error,1152,,,,0.04451229795813555,,
test,majority,mlp_ae@64,midprice_mae,direction_correct_non_neutral,410,,,,,0.04352661594748495,
test,majority,mlp_ae@64,spread_mae,correct,1152,-0.17229502511463077,-0.19971414486041383,0.3961179409637763,0.011431334540247851,0.010291963815689049,-0.0011393707245588025
test,majority,mlp_ae@64,spread_mae,confidence,1152,,,,,,
test,majority,mlp_ae@64,spread_mae,proba_true,1152,0.17585325997796514,,,,,
test,majority,mlp_ae@64,spread_mae,opposite_direction_error,1152,,,,0.0108253103680908,,
test,majority,mlp_ae@64,spread_mae,direction_correct_non_neutral,410,,,,,0.010291963815689049,
test,majority,mlp_ae@64,top1_volume_sum_mae,correct,1152,-0.025803637435292452,0.007591791978518296,0.4844421800013149,0.47535179555416107,0.4594775438308716,-0.01587425172328949
test,majority,mlp_ae@64,top1_volume_sum_mae,confidence,1152,,,,,,
test,majority,mlp_ae@64,top1_volume_sum_mae,proba_true,1152,0.03397387790516451,,,,,
test,majority,mlp_ae@64,top1_volume_sum_mae,opposite_direction_error,1152,,,,0.46950268745422363,,
test,majority,mlp_ae@64,top1_volume_sum_mae,direction_correct_non_neutral,410,,,,,0.4594775438308716,
test,majority,mlp_ae@64,top5_volume_sum_mae,correct,1152,-0.13930038878283488,-0.14045994877388235,0.4160114390901321,1.1535993218421936,0.9613456726074219,-0.19225364923477173
test,majority,mlp_ae@64,top5_volume_sum_mae,confidence,1152,,,,,,
